Node,output
0,0.563643030579145
1,0.724674790208164
10,0.11064256837256864
100,0.4324263343166568
101,0.8111289675510368
102,0.6481383677215189
103,0.2768173662742464
104,0.5880941789965553
105,0.3435852124699393
106,0.4468019023619618
107,0.18737191932215397
108,0.48701979303228593
109,0.46393030233163923
11,0.3270121892442857
110,0.8376378317111102
111,0.3289842632465272
112,0.5754698604002291
113,0.8855457653716554
114,0.3864205659122764
115,0.4085443508529017
116,0.7383140163850322
117,0.0659122689001167
118,0.6689978629270747
119,0.36385815591545356
12,0.1569102949612943
12-EthanediolEthyleneglycolConsumptionimport,0.8132238853878511
12-EthanediolEthyleneglycolProductionexport,0.4998565322654223
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport,0.44887889044705315
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport,0.609892992574713
120,0.2226785175310199
121,0.5566997675427261
122,0.8871020974638523
123,0.4210852501313173
124,0.4797931685219899
125,0.49524075119178534
126,0.9382021848337797
127,0.8615325923515226
128,0.748180478497169
129,0.8006798285952212
13,0.8755753967235906
13-PropanediolConsumptionimportproductionexport,0.4829665627178759
13-PropanediolProductionexport,0.6442262828134679
130,0.5810795552308154
131,0.5931636857702723
132,0.6673352667774178
133,0.8115709291615012
134,0.6000793448172214
135,0.3327663642937568
136,0.17665310989524757
137,0.4334174694756397
138,0.1951526595209764
139,0.1985050718077684
14,0.48136398711205747
140,0.7857063592082674
141,0.7393285937964413
142,0.6578333746274019
143,0.6657680066804273
144,0.7324696892774715
145,0.32955833945328566
146,0.328477462413229
147,0.5834189484457777
148,0.0808875669551716
149,0.6648270243889548
15,0.5500724004670376
150,0.642810138626166
151,0.7923917123082335
152,0.4101381023808899
153,0.0287081923095092
154,0.7982679928864708
155,0.7070245862810006
156,0.6950217123521973
157,0.6226885146536254
158,0.1828488431565496
159,0.2088653254466594
16,0.6604232208651362
160,0.7253298202406379
161,0.6572364239129531
162,0.2672685081245507
163,0.28988161253598216
164,0.7456666749821957
165,0.6911285705234981
166,0.3804492621031727
167,0.4217634820270417
168,0.3713267414856986
169,0.34421104787176837
17,0.4921753145792007
170,0.3117751592851095
171,0.25937903486088665
172,0.3874531451712509
173,0.6329755722811629
174,0.3764301257892229
175,0.6414011979697065
176,0.46819356886250907
177,0.8493827704083549
178,0.6365451065602254
179,0.4935777394465834
18,0.3661668988879016
180,0.5511822091250712
181,0.6182723881818868
182,0.639563023260057
183,0.6112174149253975
184,0.8981500129725799
185,0.40998365441128215
186,0.7615455594667138
187,0.7916849364199717
188,0.3232065213436603
189,0.6525817718486839
19,0.6148514744156681
190,0.25696680618928713
191,0.7941747073171908
192,0.43964798883567746
193,0.3738735861984258
194,0.3810268540593941
195,0.45613790638140406
196,0.41483562412942926
197,0.5707516304422979
198,0.45940640746864386
199,0.5111714082836155
2,0.6594029156097734
2-Aminobutyricacid2-AminobutyrateProductionexport,0.5958300557717516
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport,0.164454560593754
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateProductionexport,0.5654509401354259
2-methylbutyrate2-methylbutanoicacidConsumptionimport,0.4143912947609989
20,0.24837246882218644
200,0.9289111614284389
201,0.21453201010381637
202,0.6646462883181241
203,0.8148979436386832
204,0.40036711246009127
205,0.5883914241009657
206,0.5812553057659593
207,0.2403805006402187
208,0.2537744767385233
209,0.7169463145487965
21,0.6336716278862822
210,0.26116313883069286
211,0.36536486179094424
213,0.5821307746848214
214,0.5471638241417199
215,0.28578571283533716
216,0.6400675667587493
217,0.26319195510201554
218,0.7227462485093914
219,0.25460204091303124
22,0.5575376332617242
220,0.8172939353437811
221,0.6399254110904334
222,0.7826989672250737
223,0.48940316871579054
224,0.7513472473696571
225,0.7251031500020256
226,0.7358054323298244
227,0.24232757434212449
228,0.45796593919219447
229,0.4730257614959375
23,0.6620620862904346
230,0.47583136130404885
231,0.4259845893882719
232,0.8738899559972572
233,0.7665069960649608
234,0.15335971149770303
235,0.7231908670225595
236,0.8305666603102199
237,0.32342121533868096
238,0.2563387560762594
239,0.4106116055820024
24,0.8120273856523502
240,0.45113438643198733
241,0.7605938893287905
242,0.28621910491717084
243,0.29197768139069624
244,0.5124558318433569
245,0.624848437051178
246,0.6290544437014852
247,0.27729959649163555
248,0.17657623839383577
249,0.3608904049928213
25,0.6563820345698941
250,0.41045114636262187
251,0.38467195077985417
252,0.15760137039651967
253,0.4593793556600925
254,0.26349143338844344
255,0.41468862329854844
256,0.48634756560892434
257,0.6277962237154778
258,0.711800525767102
259,0.23904453318802185
26,0.8219010461662448
260,0.7265952452352582
261,0.6711651323120269
262,0.1378930499133116
263,0.31547334107020164
264,0.47012985000716606
265,0.5138609444480732
266,0.9079415716819484
267,0.6161199699352197
268,0.33233868444971076
269,0.43572355214341973
27,0.6263505541636619
270,0.651564497722349
271,0.2139305561344917
272,0.8485933798163539
273,0.1658510630520194
274,0.5306996747809973
275,0.5637297392479721
276,0.6220517725163669
277,0.5956348077939069
278,0.34215909792986443
279,0.4821134522685002
28,0.852559111627253
280,0.15819337732942063
281,0.21563062118771456
282,0.73855054896562
283,0.4867019149562167
284,0.6776037081666407
285,0.16704142242884246
286,0.7797671787421967
287,0.5124938782184296
288,0.7282679863577018
289,0.6666413518492443
29,0.6556381765451681
290,0.7895163988178595
291,0.5157436356374455
292,0.2627414576995976
293,0.6461349887250152
294,0.3391398803986192
295,0.4363256729983519
296,0.8793485013519953
297,0.4731124780494776
299,0.6599576247610175
3,0.5093746050677895
30,0.6769771930228975
300,0.44463829960510065
301,0.8277937927144008
302,0.05544438564340106
303,0.34797317598916916
304,0.6592725512018516
305,0.2580303544929441
306,0.35387038922464786
307,0.7235353245499342
308,0.21449776675246301
309,0.5330501514785126
31,0.24491294977891603
310,0.7233009777797463
311,0.47343501320875364
312,0.3754032826000343
313,0.7154574265734058
314,0.6589107553409685
315,0.12979619519597613
316,0.2625969490548776
317,0.23874979660120932
318,0.6266998582029633
319,0.46714914829680904
32,0.7835621945731924
320,0.2167199922732512
321,0.45152501874404444
322,0.256839799677075
323,0.8035502082268164
324,0.5179309254091047
325,0.7798283592476861
326,0.27798157130509515
327,0.3910254457315089
328,0.64237692820046
329,0.2309482518271151
33,0.6655367394210997
330,0.2359875242509133
331,0.429278523121033
332,0.23939853654460005
333,0.7702933186175932
334,0.2623102666373299
335,0.4848407737662255
336,0.858665705643895
337,0.6467003746428119
34,0.3954574900808009
35,0.4752156579248822
36,0.26523391921414113
37,0.2750238340706707
38,0.2997593177712683
39,0.19602525250953037
4,0.6145977547428441
4-Aminobenzoatepara-aminoBenzoicacidConsumptionimport,0.36200962234512496
4-AminobutyrateGABAConsumptionimport,0.5877646423211631
4-AminobutyrateGABAProductionexport,0.9076276347613225
40,0.21250056286063826
41,0.6287901110204308
42,0.28130237087208276
43,0.7167301005225819
44,0.7277057397047083
45,0.4929559359489683
46,0.6531836571581179
47,0.719789376875088
48,0.359757644526629
49,0.6056686136553581
5,0.5826471011782561
5-AminovalerateProductionexport,0.6513814070117859
50,0.5485568030541934
51,0.7592602658858124
52,0.48915680010253093
53,0.7373258334697116
54,0.5753743517118444
55,0.24968073273065475
56,0.501970012794176
57,0.1250674336841075
58,0.5851948788820034
59,0.5216439580553999
6,0.7288079010134874
60,0.5107294943333804
61,0.416127325211404
62,0.20558205519152262
63,0.23932156454043904
64,0.5159615004159026
65,0.18398575527123742
66,0.7089216724341713
67,0.776998717529146
68,0.5783770876841509
69,0.48223792893491046
7,0.31797969386978875
70,0.6745053782429506
71,0.6156724951049434
72,0.48265024712582905
73,0.84373536713513
74,0.16313678793290234
75,0.5056617980481328
76,0.7019949211150852
77,0.6543561682553702
78,0.6559013149095035
79,0.6633521035887241
8,0.8497426982179805
80,0.35487116465014445
81,0.6602591397822148
82,0.1261701138739788
83,0.554137996998106
84,0.4935335730452641
85,0.652861023754509
86,0.42343590027164246
87,0.5852896687989115
88,0.7651512222447283
89,0.7690041462981924
9,0.6704600235021018
90,0.1789076312516594
91,0.62100671075891
92,0.16773501661427695
93,0.46872004353903135
94,0.5856963892017344
95,0.6268702892741411
96,0.38881771361087564
97,0.5407779623890813
98,0.33983965696842333
99,0.4439889672510845
AcetateConsumptionimport,0.6071657248233958
AcetateConsumptionimportproductionexport,0.4431121394294172
AcetateProductionexport,0.12783273051387467
Acetoin3-hydroxybutanoneacetylmethylcarbinolR-AcetoinConsumptionimport,0.517549822750775
AcetoneProductionexport,0.4607533310505269
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,0.7180910832586916
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimportproductionexport,0.048700168624778856
