Step	Memory_MB	Time
Start	227.36896	2022-11-09 19:26:53
Data loaded	338.448384	2022-11-09 19:26:54
Setup data	400.433152	2022-11-09 19:26:56
Setup Network	409.575424	2022-11-09 19:27:14
Setup Tensorflow NW	588.890112	2022-11-09 19:27:23
Setup Tensorflow	1178.300416	2022-11-09 19:27:44
Initiated Tensorflow	1870.692352	2022-11-09 19:27:46
Prepared Training	1872.986112	2022-11-09 19:27:46
Trained Tensorflow	3132.49792	2022-11-09 19:51:15
Loaded Best Model	3132.49792	2022-11-09 19:51:15
Tensorflow results accuracy	3606.667264	2022-11-09 19:52:31
Tensorflow numgrad 0	3706.2656	2022-11-09 19:53:10
Tensorflow numgrad 1	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 10	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 100	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 101	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 102	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 103	3890.09408	2022-11-09 19:54:24
Tensorflow numgrad 104	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 105	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 106	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 107	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 108	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 109	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 11	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 110	3890.09408	2022-11-09 19:54:25
Tensorflow numgrad 111	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 112	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 113	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 114	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 115	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 116	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 117	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 118	3890.09408	2022-11-09 19:54:26
Tensorflow numgrad 119	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 12	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 120	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 121	3890.09408	2022-11-09 19:54:27
Tensorflow numgrad 122	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 123	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 124	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 125	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 126	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 127	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 128	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 129	3890.09408	2022-11-09 19:54:28
Tensorflow numgrad 13	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 13-PropanediolConsumptionimportproductionexport	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 13-PropanediolProductionexport	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 130	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 131	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 132	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 133	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 134	3890.09408	2022-11-09 19:54:29
Tensorflow numgrad 135	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 136	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 137	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 138	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 139	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 14	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 140	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 141	3890.09408	2022-11-09 19:54:30
Tensorflow numgrad 142	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 143	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 144	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 145	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 146	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 147	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 148	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 149	3890.09408	2022-11-09 19:54:31
Tensorflow numgrad 15	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 150	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 151	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 152	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 153	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 154	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 155	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 156	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 157	3890.09408	2022-11-09 19:54:32
Tensorflow numgrad 158	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 159	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 16	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 160	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 161	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 162	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 163	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 164	3890.09408	2022-11-09 19:54:33
Tensorflow numgrad 165	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 166	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 167	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 168	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 169	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 17	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 170	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 171	3890.09408	2022-11-09 19:54:34
Tensorflow numgrad 172	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 173	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 174	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 175	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 176	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 177	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 178	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 179	3890.09408	2022-11-09 19:54:35
Tensorflow numgrad 18	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 180	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 181	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 182	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 183	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 184	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 185	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 186	3890.09408	2022-11-09 19:54:36
Tensorflow numgrad 187	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 188	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 189	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 19	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 190	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 191	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 192	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 193	3890.09408	2022-11-09 19:54:37
Tensorflow numgrad 194	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 195	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 196	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 197	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 198	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 199	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 2	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 2-Aminobutyricacid2-AminobutyrateProductionexport	3890.09408	2022-11-09 19:54:38
Tensorflow numgrad 2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateProductionexport	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 2-methylbutyrate2-methylbutanoicacidConsumptionimport	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 20	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 200	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 201	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 202	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 203	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 204	3890.09408	2022-11-09 19:54:39
Tensorflow numgrad 205	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 206	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 207	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 208	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 209	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 21	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 210	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 211	3890.09408	2022-11-09 19:54:40
Tensorflow numgrad 213	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 214	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 215	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 216	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 217	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 218	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 219	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 22	3890.09408	2022-11-09 19:54:41
Tensorflow numgrad 220	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 221	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 222	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 223	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 224	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 225	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 226	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 227	3890.09408	2022-11-09 19:54:42
Tensorflow numgrad 228	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 229	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 23	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 230	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 231	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 232	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 233	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 234	3890.09408	2022-11-09 19:54:43
Tensorflow numgrad 235	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 236	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 237	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 238	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 239	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 24	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 240	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 241	3890.09408	2022-11-09 19:54:44
Tensorflow numgrad 242	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 243	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 244	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 245	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 246	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 247	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 248	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 249	3890.09408	2022-11-09 19:54:45
Tensorflow numgrad 25	3890.09408	2022-11-09 19:54:46
Tensorflow numgrad 250	3890.09408	2022-11-09 19:54:46
Tensorflow numgrad 251	3890.09408	2022-11-09 19:54:46
