Step	Memory_MB	Time
Start	228.040704	2022-11-11 13:57:41
Data loaded	339.529728	2022-11-11 13:57:42
Setup data	443.879424	2022-11-11 13:57:50
Setup Network	482.828288	2022-11-11 13:59:05
Setup Tensorflow NW	1161.519104	2022-11-11 13:59:38
Setup Tensorflow	3027.034112	2022-11-11 14:00:46
Initiated Tensorflow	5279.076352	2022-11-11 14:00:55
Prepared Training	5280.980992	2022-11-11 14:00:55
Trained Tensorflow	17950.306304	2022-11-11 16:01:29
Loaded Best Model	17950.306304	2022-11-11 16:01:29
Tensorflow results accuracy	19569.537024	2022-11-11 16:07:15
Tensorflow numgrad 0	19916.345344	2022-11-11 16:10:13
Tensorflow numgrad 1	20604.051456	2022-11-11 16:15:26
Tensorflow numgrad 10	20604.051456	2022-11-11 16:15:26
Tensorflow numgrad 100	20604.051456	2022-11-11 16:15:27
Tensorflow numgrad 101	20604.051456	2022-11-11 16:15:27
Tensorflow numgrad 102	20604.051456	2022-11-11 16:15:28
Tensorflow numgrad 103	20604.051456	2022-11-11 16:15:28
Tensorflow numgrad 104	20604.051456	2022-11-11 16:15:29
Tensorflow numgrad 105	20604.051456	2022-11-11 16:15:29
Tensorflow numgrad 106	20604.051456	2022-11-11 16:15:29
Tensorflow numgrad 107	20604.051456	2022-11-11 16:15:30
Tensorflow numgrad 108	20604.051456	2022-11-11 16:15:30
Tensorflow numgrad 109	20604.051456	2022-11-11 16:15:31
Tensorflow numgrad 11	20604.051456	2022-11-11 16:15:31
Tensorflow numgrad 110	20604.051456	2022-11-11 16:15:32
Tensorflow numgrad 111	20604.051456	2022-11-11 16:15:32
Tensorflow numgrad 112	20604.051456	2022-11-11 16:15:33
Tensorflow numgrad 113	20604.051456	2022-11-11 16:15:33
Tensorflow numgrad 114	20604.051456	2022-11-11 16:15:34
Tensorflow numgrad 115	20604.051456	2022-11-11 16:15:34
Tensorflow numgrad 116	20604.051456	2022-11-11 16:15:34
Tensorflow numgrad 117	20604.051456	2022-11-11 16:15:35
Tensorflow numgrad 118	20604.051456	2022-11-11 16:15:35
Tensorflow numgrad 119	20604.051456	2022-11-11 16:15:36
Tensorflow numgrad 12	20604.051456	2022-11-11 16:15:36
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	20604.051456	2022-11-11 16:15:37
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	20604.051456	2022-11-11 16:15:37
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	20604.051456	2022-11-11 16:15:38
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	20604.051456	2022-11-11 16:15:38
Tensorflow numgrad 120	20604.051456	2022-11-11 16:15:38
Tensorflow numgrad 121	20604.051456	2022-11-11 16:15:39
Tensorflow numgrad 122	20604.051456	2022-11-11 16:15:39
Tensorflow numgrad 123	20604.051456	2022-11-11 16:15:40
Tensorflow numgrad 124	20604.051456	2022-11-11 16:15:40
Tensorflow numgrad 125	20604.051456	2022-11-11 16:15:41
Tensorflow numgrad 126	20604.051456	2022-11-11 16:15:41
Tensorflow numgrad 127	20604.051456	2022-11-11 16:15:42
Tensorflow numgrad 128	20604.051456	2022-11-11 16:15:42
Tensorflow numgrad 129	20604.051456	2022-11-11 16:15:42
Tensorflow numgrad 13	20604.051456	2022-11-11 16:15:43
Tensorflow numgrad 13-PropanediolConsumptionimportproductionexport	20604.051456	2022-11-11 16:15:43
Tensorflow numgrad 13-PropanediolProductionexport	20604.051456	2022-11-11 16:15:44
Tensorflow numgrad 130	20604.051456	2022-11-11 16:15:44
Tensorflow numgrad 131	20604.051456	2022-11-11 16:15:45
Tensorflow numgrad 132	20604.051456	2022-11-11 16:15:45
Tensorflow numgrad 133	20604.051456	2022-11-11 16:15:46
Tensorflow numgrad 134	20604.051456	2022-11-11 16:15:46
Tensorflow numgrad 135	20604.051456	2022-11-11 16:15:46
Tensorflow numgrad 136	20604.051456	2022-11-11 16:15:47
Tensorflow numgrad 137	20604.051456	2022-11-11 16:15:47
Tensorflow numgrad 138	20604.051456	2022-11-11 16:15:48
Tensorflow numgrad 139	20604.051456	2022-11-11 16:15:48
Tensorflow numgrad 14	20604.051456	2022-11-11 16:15:49
Tensorflow numgrad 140	20604.051456	2022-11-11 16:15:49
