Step	Memory_MB	Time
Start	228.040704	2022-11-10 03:14:27
Data loaded	339.49696	2022-11-10 03:14:27
Setup data	442.097664	2022-11-10 03:14:36
Setup Network	484.397056	2022-11-10 03:16:00
Setup Tensorflow NW	791.195648	2022-11-10 03:16:21
Setup Tensorflow	1444.130816	2022-11-10 03:16:46
Initiated Tensorflow	2440.425472	2022-11-10 03:16:50
Prepared Training	2440.425472	2022-11-10 03:16:50
Trained Tensorflow	8351.043584	2022-11-10 04:19:36
Loaded Best Model	8351.043584	2022-11-10 04:19:36
Tensorflow results accuracy	9358.852096	2022-11-10 04:24:11
Tensorflow numgrad 0	9634.205696	2022-11-10 04:26:31
Tensorflow numgrad 1	10159.198208	2022-11-10 04:31:03
Tensorflow numgrad 10	10159.198208	2022-11-10 04:31:03
Tensorflow numgrad 100	10159.198208	2022-11-10 04:31:03
Tensorflow numgrad 101	10159.198208	2022-11-10 04:31:04
Tensorflow numgrad 102	10159.198208	2022-11-10 04:31:04
Tensorflow numgrad 103	10159.198208	2022-11-10 04:31:05
Tensorflow numgrad 104	10159.198208	2022-11-10 04:31:05
Tensorflow numgrad 105	10159.198208	2022-11-10 04:31:06
Tensorflow numgrad 106	10159.198208	2022-11-10 04:31:06
Tensorflow numgrad 107	10159.198208	2022-11-10 04:31:06
Tensorflow numgrad 108	10159.198208	2022-11-10 04:31:07
Tensorflow numgrad 109	10159.198208	2022-11-10 04:31:07
Tensorflow numgrad 11	10159.198208	2022-11-10 04:31:08
Tensorflow numgrad 110	10159.198208	2022-11-10 04:31:08
Tensorflow numgrad 111	10159.198208	2022-11-10 04:31:09
Tensorflow numgrad 112	10159.198208	2022-11-10 04:31:09
Tensorflow numgrad 113	10159.198208	2022-11-10 04:31:09
Tensorflow numgrad 114	10159.198208	2022-11-10 04:31:10
Tensorflow numgrad 115	10159.198208	2022-11-10 04:31:10
Tensorflow numgrad 116	10159.198208	2022-11-10 04:31:11
Tensorflow numgrad 117	10159.198208	2022-11-10 04:31:11
Tensorflow numgrad 118	10159.198208	2022-11-10 04:31:12
Tensorflow numgrad 119	10159.198208	2022-11-10 04:31:12
Tensorflow numgrad 12	10159.198208	2022-11-10 04:31:12
Tensorflow numgrad 12-EthanediolEthyleneglycolConsumptionimport	10159.198208	2022-11-10 04:31:13
Tensorflow numgrad 12-EthanediolEthyleneglycolProductionexport	10159.198208	2022-11-10 04:31:13
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport	10159.198208	2022-11-10 04:31:14
Tensorflow numgrad 12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolProductionexport	10159.198208	2022-11-10 04:31:14
Tensorflow numgrad 120	10159.198208	2022-11-10 04:31:15
Tensorflow numgrad 121	10159.198208	2022-11-10 04:31:15
Tensorflow numgrad 122	10159.198208	2022-11-10 04:31:15
Tensorflow numgrad 123	10159.198208	2022-11-10 04:31:16
Tensorflow numgrad 124	10159.198208	2022-11-10 04:31:16
Tensorflow numgrad 125	10159.198208	2022-11-10 04:31:17
Tensorflow numgrad 126	10159.198208	2022-11-10 04:31:17
Tensorflow numgrad 127	10159.198208	2022-11-10 04:31:17
Tensorflow numgrad 128	10159.198208	2022-11-10 04:31:18
Tensorflow numgrad 129	10159.198208	2022-11-10 04:31:18
Tensorflow numgrad 13	10159.198208	2022-11-10 04:31:19
Tensorflow numgrad 13-PropanediolConsumptionimportproductionexport	10159.198208	2022-11-10 04:31:19
Tensorflow numgrad 13-PropanediolProductionexport	10159.198208	2022-11-10 04:31:20
Tensorflow numgrad 130	10159.198208	2022-11-10 04:31:20
Tensorflow numgrad 131	10159.198208	2022-11-10 04:31:20
Tensorflow numgrad 132	10159.198208	2022-11-10 04:31:21
Tensorflow numgrad 133	10159.198208	2022-11-10 04:31:21
Tensorflow numgrad 134	10159.198208	2022-11-10 04:31:22
Tensorflow numgrad 135	10159.198208	2022-11-10 04:31:22
Tensorflow numgrad 136	10159.198208	2022-11-10 04:31:23
Tensorflow numgrad 137	10159.198208	2022-11-10 04:31:23
Tensorflow numgrad 138	10159.198208	2022-11-10 04:31:23
Tensorflow numgrad 139	10159.198208	2022-11-10 04:31:24
Tensorflow numgrad 14	10159.198208	2022-11-10 04:31:24
Tensorflow numgrad 140	10159.198208	2022-11-10 04:31:25
Tensorflow numgrad 141	10159.198208	2022-11-10 04:31:25
Tensorflow numgrad 142	10159.198208	2022-11-10 04:31:26
Tensorflow numgrad 143	10159.198208	2022-11-10 04:31:26
Tensorflow numgrad 144	10159.198208	2022-11-10 04:31:26
Tensorflow numgrad 145	10159.198208	2022-11-10 04:31:27
Tensorflow numgrad 146	10159.198208	2022-11-10 04:31:27
Tensorflow numgrad 147	10159.198208	2022-11-10 04:31:28
Tensorflow numgrad 148	10159.198208	2022-11-10 04:31:28
Tensorflow numgrad 149	10159.198208	2022-11-10 04:31:29
Tensorflow numgrad 15	10159.198208	2022-11-10 04:31:29
Tensorflow numgrad 150	10159.198208	2022-11-10 04:31:29
Tensorflow numgrad 151	10159.198208	2022-11-10 04:31:30
Tensorflow numgrad 152	10159.198208	2022-11-10 04:31:30
Tensorflow numgrad 153	10159.198208	2022-11-10 04:31:31
Tensorflow numgrad 154	10159.198208	2022-11-10 04:31:31
Tensorflow numgrad 155	10159.198208	2022-11-10 04:31:31
Tensorflow numgrad 156	10159.198208	2022-11-10 04:31:32
Tensorflow numgrad 157	10159.198208	2022-11-10 04:31:32
Tensorflow numgrad 158	10159.198208	2022-11-10 04:31:33
Tensorflow numgrad 159	10159.198208	2022-11-10 04:31:33
Tensorflow numgrad 16	10159.198208	2022-11-10 04:31:34
Tensorflow numgrad 160	10159.198208	2022-11-10 04:31:34
Tensorflow numgrad 161	10159.198208	2022-11-10 04:31:34
Tensorflow numgrad 162	10159.198208	2022-11-10 04:31:35
Tensorflow numgrad 163	10159.198208	2022-11-10 04:31:35
Tensorflow numgrad 164	10159.198208	2022-11-10 04:31:36
Tensorflow numgrad 165	10159.198208	2022-11-10 04:31:36
Tensorflow numgrad 166	10159.198208	2022-11-10 04:31:37
Tensorflow numgrad 167	10159.198208	2022-11-10 04:31:37
Tensorflow numgrad 168	10159.198208	2022-11-10 04:31:37
Tensorflow numgrad 169	10159.198208	2022-11-10 04:31:38
Tensorflow numgrad 17	10159.198208	2022-11-10 04:31:38
Tensorflow numgrad 170	10159.198208	2022-11-10 04:31:39
